Perth	-31.9333333	115.8333333	AU
Murray Bridge	-35.1166667	139.2666667	AU
Mount Isa	-20.7333333	139.5	AU
Mandurah	-32.55	115.7	AU
Kwinana	-32.25	115.7666667	AU
Kalgoorlie	-30.75	121.4666667	AU
Geraldton	-28.7666667	114.6	AU
Gawler	-34.6	138.7333333	AU
Darwin	-12.4611336615902	130.841846466064	AU
Bunbury	-33.3333333	115.6333333	AU
Alice Springs	-23.7	133.8833333	AU
Albany	-35.0169444	117.8916667	AU
Adelaide	-34.9333333	138.6	AU
Wodonga	-36.1166667	146.8833333	AU
Warrnambool	-38.3833333	142.4833333	AU
Wagga Wagga	-35.1166667	147.3666667	AU
Traralgon	-38.1833333	146.5333333	AU
Townsville	-19.25	146.8	AU
Torquay	-25.2833333	152.8666667	AU
Toowoomba	-27.55	151.9666667	AU
Taree	-31.9	152.4666667	AU
Tamworth	-31.1	150.9333333	AU
Sydney	-33.8678499639382	151.207323074341	AU
Sunbury	-37.5833333	144.7333333	AU
South Grafton	-29.7	152.95	AU
Shepparton	-36.3833333	145.4	AU
Rockhampton	-23.3833333	150.5	AU
Queanbeyan	-35.35	149.2333333	AU
Port Macquarie	-31.4333333	152.9166667	AU
Orange	-33.2833333	149.1	AU
Nowra	-34.8833333	150.6	AU
Newcastle	-32.9271483615446	151.776466369629	AU
Nerang	-27.9833333	153.3333333	AU
Mount Gambier	-37.8333333	140.7666667	AU
Mooloolaba	-26.6833333	153.1166667	AU
Mildura	-34.2	142.15	AU
Melton	-37.6833333	144.5833333	AU
Melbourne	-37.8139965641595	144.963322877884	AU
Maryborough	-25.5333333	152.7	AU
Mackay	-21.15	149.2	AU
Lismore	-28.8135437840429	153.27730178833	AU
Launceston	-41.45	147.1666667	AU
Katoomba	-33.7	150.3	AU
Hornsby	-33.7	151.1	AU
Hobart	-42.9166667	147.3333333	AU
Griffith	-34.2833333	146.0333333	AU
Goulburn	-34.75	149.7166667	AU
Gladstone	-23.85	151.25	AU
Geelong West	-38.1333333	144.35	AU
Geelong	-38.1471125837516	144.360694885254	AU
Forster	-32.1666667	152.5166667	AU
Echuca	-36.1333333	144.75	AU
Dubbo	-32.25	148.6166667	AU
Devonport	-41.1666667	146.35	AU
Deception Bay	-27.2	153.0333333	AU
Cranbourne	-38.1	145.2833333	AU
Craigieburn	-37.6	144.95	AU
Coffs Harbour	-30.3	153.1333333	AU
Wollongong	-34.4333333	150.8833333	AU
Cessnock	-32.8333333	151.35	AU
Canberra	-35.2834624726481	149.128074645996	AU
Caloundra	-26.8	153.1333333	AU
Cairns	-16.9166667	145.7666667	AU
Caboolture	-27.0833333	152.95	AU
Burnie	-41.0666667	145.9166667	AU
Bundaberg	-24.85	152.35	AU
Buderim	-26.6833333	153.05	AU
Brunswick	-37.7666667	144.9666667	AU
Broken Hill	-31.95	141.4333333	AU
Brisbane	-27.4679357321901	153.028092384338	AU
Bendigo	-36.7666667	144.2833333	AU
Ballarat	-37.5666667	143.85	AU
Armidale	-30.5166667	151.65	AU
Albury	-36.0833333	146.9166667	AU
South Brisbane	-27.4833333	153.0166667	AU
Palmerston	-12.4860236620861	130.983295440674	AU
Karratha	-20.7291440924285	116.854705810547	AU
Oranjestad	12.5166667	-70.0333333	AW
Tel'mankend	39.8905556	48.3858333	AZ
Şuşa	39.7563889	46.7511111	AZ
Salyan	39.595	48.9791667	AZ
Neftçala	39.3586111	49.2469444	AZ
Naxçıvan	39.2088889	45.4122222	AZ
İmişli	39.8697222	48.06	AZ
Cǝlilabad	39.2088889	48.4972222	AZ
Bilǝsuvar	39.4583333	48.545	AZ
Astara	38.4561111	48.8786111	AZ
Əli Bayramlı	39.9319444	48.9202778	AZ
Ağdam	39.9930556	46.9305556	AZ
Zaqatala	41.6336111	46.6433333	AZ
Zabrat	40.4872222	49.9525	AZ
Yevlax	40.6172222	47.15	AZ
Xanlar	40.5869444	46.3158333	AZ
Xaçmaz	41.4708333	48.8097222	AZ
Ucar	40.5183333	47.6541667	AZ
Tǝrtǝr	40.345	46.9288889	AZ
Sumqayıt	40.5897222	49.6686111	AZ
Qaraçuxur	40.3966667	49.9736111	AZ
Şǝmkir	40.8297222	46.0188889	AZ
Şamaxı	40.6302778	48.6413889	AZ
Şǝki	41.1919444	47.1705556	AZ
Sabunçu	40.4425	49.9480556	AZ
Sabirabad	40.0127778	48.4788889	AZ
Qusar	41.4263889	48.4355556	AZ
Quba	41.3597222	48.5125	AZ
Qazımǝmmǝd	40.0433333	48.9355556	AZ
Qazax	41.0933333	45.3661111	AZ
Hacı Zeynalabdin	40.6233333	49.5586111	AZ
Mingǝçevir	40.77	47.0488889	AZ
Maştağa	40.5327778	50.0038889	AZ
Mǝrdǝkan	40.4922222	50.1388889	AZ
Lökbatan	40.3272222	49.73	AZ
Göyçay	40.6530556	47.7405556	AZ
Hövsan	40.3744444	50.0852778	AZ
Gǝncǝ	40.6827778	46.3605556	AZ
Buzovna	40.5161111	50.1163889	AZ
Binǝ	40.4538889	50.0763889	AZ
Bǝrdǝ	40.3744444	47.1266667	AZ
Bilǝcǝri	40.4313889	49.8080556	AZ
Baku	40.3952778	49.8822222	AZ
Əmircan	40.4263889	49.9836111	AZ
Ağsu	40.5691667	48.4008333	AZ
Ağdaş	40.65	47.4761111	AZ
Ağcabǝdi	40.0527778	47.4613889	AZ
Bakıxanov	40.4216667	49.9644444	AZ
Zenica	44.2013889	17.9063889	BA
Visoko	43.9888889	18.1780556	BA
Velika Kladuša	45.1894444	15.8116667	BA
Tuzla	44.5427778	18.6694444	BA
Trebinje	42.7119444	18.3441667	BA
Travnik	44.2266667	17.6705556	BA
Sarajevo	43.85	18.3833333	BA
Prijedor	44.9813889	16.7130556	BA
Mostar	43.3433333	17.8080556	BA
Gradačac	44.8808333	18.4269444	BA
Gračanica	44.7033333	18.3097222	BA
Goražde	43.6669444	18.9763889	BA
Doboj	44.7347222	18.0877778	BA
Cazin	44.9669444	15.9430556	BA
Bugojno	44.0572222	17.4508333	BA
Brčko	44.8727778	18.8083333	BA
Bosanska Krupa	44.8825	16.1513889	BA
Bijeljina	44.7569444	19.2161111	BA
Bihać	44.8169444	15.8708333	BA
Banja Luka	44.7758333	17.1855556	BA
Konjic	43.6519444	17.9613889	BA
Bridgetown	13.1	-59.6166667	BB
Thākurgaon	26.0333333	88.4666667	BD
Teknāf	20.8666667	92.3	BD
Tungi	23.89	90.4058333	BD
Sylhet	24.8966667	91.8716667	BD
Dohār	23.5883333	90.1469444	BD
Jamālpur	24.9166667	89.9333333	BD
Shibganj	24.6833333	88.1666667	BD
Sātkhira	22.7166667	89.1	BD
Sirājganj	24.45	89.7166667	BD
Netrakona	24.8833333	90.7166667	BD
Narsingdi	23.9208333	90.7180556	BD
Sandwīp	22.4677778	91.4561111	BD
Shāhzādpur	24.1666667	89.6	BD
Rāmganj	23.1	90.85	BD
Rājshāhi	24.3666667	88.6	BD
Pirojpur	22.5666667	89.9833333	BD
Panchagarh	26.3333333	88.5666667	BD
Patiya	22.2947222	91.9791667	BD
Pārbatipur	25.65	88.9166667	BD
Nārāyanganj	23.6233333	90.5011111	BD
Nālchiti	22.6333333	90.2833333	BD
Nageswari	25.9666667	89.7166667	BD
Mymensingh	24.75	90.4	BD
Muktāgācha	24.7666667	90.2333333	BD
Mirzāpur	24.1	90.1	BD
Moulvi Bāzār	24.4833333	91.7833333	BD
Morrelganj	22.4666667	89.85	BD
Mehendiganj	22.8166667	90.5333333	BD
Mathbaria	22.3	89.95	BD
Lālmanir Hāt	25.9	89.45	BD
Lākshām	23.2472222	91.1425	BD
Comilla	23.4577778	91.2044444	BD
Rangpur	25.75	89.25	BD
Kushtia	23.9166667	89.1166667	BD
Kālīganj	23.4166667	89.1333333	BD
Jhikergacha	23.1166667	89.1166667	BD
Jaipur Hāt	25.1	89.0166667	BD
Ishurdi	24.1333333	89.0833333	BD
Habiganj	24.3833333	91.4166667	BD
Gaurnadi	22.9666667	90.2333333	BD
Gafargaon	24.4333333	90.5666667	BD
Feni	23.0186111	91.41	BD
Rāipur	23.05	90.7666667	BD
Sārankhola	22.3	89.7833333	BD
Dhaka	23.7230556	90.4086111	BD
Chilmāri	25.55	89.7166667	BD
Chhāgalnāiya	23.03	91.5069444	BD
Lālmohan	22.3166667	90.7166667	BD
Khagrāchari	23.1	91.9666667	BD
Chhātak	25.0333333	91.6666667	BD
Abhaynagar	23.0166667	89.4666667	BD
Bherāmāra	24.0333333	88.9666667	BD
Bhairab Bāzār	24.0666667	90.9666667	BD
Bāndarban	22.1980556	92.2197222	BD
Kālia	23.05	89.6333333	BD
Baniachang	24.5166667	91.3666667	BD
Bājitpur	24.2166667	90.95	BD
Badarganj	25.6666667	89.05	BD
Narail	23.1666667	89.5	BD
Tungipāra	22.9	89.9166667	BD
Sarishābāri	24.7333333	89.8333333	BD
Sakhipur	24.3	90.1833333	BD
Raojān	22.5383333	91.9147222	BD
Phultala	22.7	89.5166667	BD
Pālang	23.2166667	90.35	BD
Pār Naogaon	24.8	88.95	BD
Nabīnagar	23.8916667	90.9733333	BD
Lakshmīpur	22.95	90.8333333	BD
Kesabpur	22.9166667	89.2166667	BD
Kaptaimukh	22.4713889	92.2322222	BD
Hājīganj	23.2511111	90.8591667	BD
Farīdpur	23.6	89.8333333	BD
Dinājpur	25.6333333	88.6333333	BD
Dakshin Char Fasson	22.2166667	90.7333333	BD
Chittagong	22.3330556	91.8363889	BD
Char Bhadrāsan	23.3166667	90.2166667	BD
Bera	24.0833333	89.6166667	BD
Barahānuddin	22.5	90.7166667	BD
Sātkānia	22.0755556	92.0513889	BD
Cox's Bāzār	21.4422222	91.9780556	BD
Khulna	22.8	89.55	BD
Bhola	22.6833333	90.65	BD
Barisāl	22.7019444	90.3711111	BD
Jessore	23.1666667	89.2166667	BD
Pābna	24.0	89.25	BD
Tāngāil	24.25	89.9166667	BD
Pīrganj	25.8666667	88.3666667	BD
Nawābganj	24.6	88.2833333	BD
Mādārīpur	23.1752778	90.2072222	BD
Sherpur	25.0166667	90.0166667	BD
Kishorganj	24.4333333	90.7666667	BD
Mānikchhari	22.8625	91.845	BD
Bhandāria	22.4833333	90.0666667	BD
Fatikchari	22.6883333	91.7908333	BD
Saidpur	25.7776918455459	88.8916897773743	BD
Zwijndrecht	51.2166667	4.3333333	BE
Zwevegem	50.8	3.3333333	BE
Zottegem	50.8666667	3.8	BE
Zonhoven	50.9833333	5.35	BE
Zoersel	51.2666667	4.7	BE
Zemst	50.9833333	4.4666667	BE
Zele	51.0666667	4.0333333	BE
Zedelgem	51.15	3.1333333	BE
Zaventem	50.8833333	4.4666667	BE
Wuustwezel	51.3833333	4.6	BE
Willebroek	51.0666667	4.3666667	BE
Wevelgem	50.8	3.1666667	BE
Wetteren	51.0	3.8833333	BE
Westerlo	51.0833333	4.9166667	BE
Wervik	50.7833333	3.0333333	BE
Wavre	50.7166667	4.6166667	BE
Waterloo	50.7166667	4.3833333	BE
Waregem	50.8833333	3.4166667	BE
Walcourt	50.25	4.4166667	BE
Visé	50.7333333	5.7	BE
Vilvoorde	50.9333333	4.4333333	BE
Verviers	50.5833333	5.8666667	BE
Turnhout	51.3166667	4.95	BE
Tubize	50.6833333	4.2	BE
Tournai	50.6	3.3833333	BE
Torhout	51.0666667	3.1	BE
Tongeren	50.7833333	5.4666667	BE
Tienen	50.8	4.95	BE
Tielt	51.0	3.3166667	BE
Tessenderlo	51.0666667	5.0833333	BE
Tervuren	50.8166667	4.5166667	BE
Temse	51.1333333	4.2166667	BE
Stekene	51.2	4.0333333	BE
Stabroek	51.3333333	4.3666667	BE
Soumagne	50.6166667	5.75	BE
Soignies	50.5833333	4.0666667	BE
Sint-Truiden	50.8	5.2	BE
Sint-Pieters-Leeuw	50.7833333	4.2333333	BE
Sint-Niklaas	51.1666667	4.1333333	BE
Sint-Katelijne-Waver	51.0666667	4.5333333	BE
Sint-Gillis-Waas	51.2166667	4.1333333	BE
Sint-Genesius-Rode	50.75	4.35	BE
Seraing	50.6	5.4833333	BE
Schoten	51.25	4.5	BE
Schilde	51.2333333	4.5666667	BE
Saint-Nicolas	50.6333333	5.5333333	BE
Saint-Ghislain	50.45	3.8166667	BE
Rotselaar	50.95	4.7166667	BE
Ronse	50.75	3.6	BE
Roeselare	50.9465312558688	3.1226921081543	BE
Rixensart	50.7166667	4.5333333	BE
Riemst	50.8	5.6	BE
Ranst	51.2	4.55	BE
Quaregnon	50.4333333	3.85	BE
Puurs	51.0833333	4.2833333	BE
Putte	51.0666667	4.6333333	BE
Poperinge	50.85	2.7166667	BE
Pont-à-Celles	50.5	4.35	BE
Péruwelz	50.5166667	3.5833333	BE
Peer	51.1333333	5.4666667	BE
Overijse	50.7666667	4.5333333	BE
Oupeye	50.7	5.65	BE
Oudenaarde	50.85	3.6	BE
Oostkamp	51.15	3.2333333	BE
Oostende	51.2166667	2.9166667	BE
Nivelles	50.6	4.3333333	BE
Ninove	50.8333333	4.0166667	BE
Nijlen	51.1666667	4.65	BE
Neerpelt	51.2166667	5.4166667	BE
Namur	50.4666667	4.8666667	BE
Mouscron	50.7333333	3.2166667	BE
Mortsel	51.1666667	4.4666667	BE
Morlanwelz-Mariemont	50.45	4.2333333	BE
Mons	50.45	3.9333333	BE
Mol	51.1833333	5.1	BE
Middelkerke	51.1833333	2.8166667	BE
Merelbeke	51.0	3.75	BE
Menen	50.8	3.1166667	BE
Meise	50.9333333	4.3333333	BE
Mechelen	51.0333333	4.4666667	BE
Marche-en-Famenne	50.2267826716323	5.34416198730469	BE
Manage	50.5	4.2166667	BE
Maldegem	51.2166667	3.45	BE
Maasmechelen	50.8166667	5.6666667	BE
Maaseik	51.1	5.8	BE
Louvain-la-Neuve	50.6695923385188	4.61191892623901	BE
Londerzeel	51.0	4.3	BE
Lommel	51.2333333	5.3	BE
Lokeren	51.1	3.9833333	BE
Lochristi	51.1	3.8333333	BE
Lille	51.2333333	4.8333333	BE
Liège	50.6411875982987	5.57178497314453	BE
Leuven	50.8795895885995	4.70092535018921	BE
Lessines	50.7166667	3.8333333	BE
Lede	50.9666667	3.9833333	BE
Lebbeke	51.0	4.1333333	BE
Lanaken	50.8833333	5.65	BE
La Louvière	50.4865657695857	4.18785095214844	BE
Kortrijk	50.8280325513329	3.26487064361572	BE
Kortenberg	50.8833333	4.5333333	BE
Kontich	51.1333333	4.45	BE
Koksijde	51.1	2.65	BE
Knokke-Heist	51.35	3.2666667	BE
Kasterlee	51.25	4.95	BE
Kapellen	51.3166667	4.4333333	BE
Kalmthout	51.3833333	4.4666667	BE
Izegem	50.9166667	3.2	BE
Ieper	50.85	2.8833333	BE
Huy	50.5166667	5.2333333	BE
Hoogstraten	51.4	4.7666667	BE
Hoboken	51.1666667	4.35	BE
Herzele	50.8833333	3.8833333	BE
Herve	50.6333333	5.8	BE
Herstal	50.6666667	5.6333333	BE
Herentals	51.1833333	4.8333333	BE
Herent	50.9	4.6666667	BE
Heist-op-den-Berg	51.0833333	4.7166667	BE
Hasselt	50.9333333	5.3333333	BE
Harelbeke	50.85	3.3	BE
Hamme	51.1	4.1333333	BE
Halle	50.741017899342	4.23248291015625	BE
Haaltert	50.9	4.0	BE
Grimbergen	50.9333333	4.3833333	BE
Geraardsbergen	50.7666667	3.8666667	BE
Gent	51.05	3.7166667	BE
Genk	50.9666667	5.5	BE
Gembloux	50.5666667	4.6833333	BE
Geel	51.1666667	5.0	BE
Frameries	50.4	3.9	BE
Fleurus	50.4813774816892	4.54876899719238	BE
Fléron	50.6166667	5.6833333	BE
Flémalle-Haute	50.6	5.4666667	BE
Evergem	51.1166667	3.7	BE
Eupen	50.6333333	6.0333333	BE
Essen	51.4666667	4.4666667	BE
Eeklo	51.1833333	3.5666667	BE
Edegem	51.15	4.45	BE
Duffel	51.1	4.5166667	BE
Dour	50.4	3.7833333	BE
Dilbeek	50.85	4.2666667	BE
Diksmuide	51.0333333	2.8666667	BE
Diest	50.983424312723	5.05014896392822	BE
Diepenbeek	50.9	5.4	BE
Destelbergen	51.05	3.8	BE
Dendermonde	51.0333333	4.1166667	BE
Denderleeuw	50.8833333	4.0666667	BE
Deinze	50.9833333	3.5333333	BE
Courcelles	50.4666667	4.3666667	BE
Colfontaine	50.3833333	3.8666667	BE
Chaudfontaine	50.5833333	5.6333333	BE
Châtelet	50.4	4.5166667	BE
Charleroi	50.4166667	4.4333333	BE
Brussels	50.8465974826927	4.35277462005615	BE
Brugge	51.2097870885244	3.22500228881836	BE
Brecht	51.35	4.6333333	BE
Brasschaat	51.2833333	4.45	BE
Braine-le-Comte	50.6	4.1333333	BE
Boussu	50.4333333	3.8	BE
Bornem	51.1	4.2333333	BE
Boom	51.0833333	4.3666667	BE
Blankenberge	51.3166667	3.1333333	BE
Binche	50.4	4.1666667	BE
Bilzen	50.8666667	5.5166667	BE
Beveren	51.2166667	4.25	BE
Beringen	51.05	5.2166667	BE
Beersel	50.7666667	4.3	BE
Beerse	51.3166667	4.8666667	BE
Balen	51.1666667	5.15	BE
Ath	50.6333333	3.7833333	BE
Asse	50.9166667	4.2	BE
Arlon	49.6833333	5.8166667	BE
Antwerp	51.2166667	4.4166667	BE
Ans	50.65	5.5333333	BE
Andenne	50.4833333	5.1	BE
Aarschot	50.9833333	4.8333333	BE
Aalter	51.0833333	3.45	BE
Aalst	50.9333333	4.0333333	BE
Zorgho	12.2488889	-0.6158333	BF
